input,output
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

On which day LH & FSH should be measured ?
A. 1-3rd day
B. 7th day
C. 14th day
D. 10th day", C. 14th day
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Lepra cell are?
A. Histiocytes
B. Monocytes
C. Lymphocytes
D. N K Cells", The answer is A. Histiocytes.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

FDA approved drug for refractory schizophrenia ?
A. Amoxapine
B. Haloperidol
C. Clozapine
D. Penfluridol", C. Clozapine
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Which of the following bacteria is not a primary colonizer:
A. Streptococci.
B. Actinomyces.
C. F.nucleatum.
D. None."," C. F.nucleatum.

Primary colonizers are bacteria that colonize a particular surface or site in the body and establish a population that is able to resist displacement by other microorganisms. Fusobacterium nucleatum is not considered a primary colonizer as it is a secondary colonizer, meaning it colonizes surfaces already colonized by other bacteria.

Therefore, the answer is C. F.nucleatum."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

True of umbilical hernia -
A. Most common content is large intestine
B. Most of the umbilical hernias disappear spontaneously
C. Males are affected more than females
D. Uncomplicated herenias are repaired at 1 year of age through an infraumbilical incision.", The answer is A. Most common content is large intestine.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Failure rate of Pomeroy's method of tubal ligation is ?
A. 0.20%
B. 0.40%
C. 0.60%
D. 0.80%", C. 0.60%
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Tumor NOT commonly seen in first decade of life?
A. Retinoblastoma
B. Neuroblastoma
C. Ameloblastoma
D. Wilm’s tumor"," The answer is C. Ameloblastoma.

Reasoning:

* Retinoblastoma (A) is a type of cancer that develops in the retina, and it is commonly seen in children, especially in the first decade of life.
* Neuroblastoma (B) is a type of cancer that develops in the nerve tissue, and it can occur at any age, including the first decade of life.
* Wilm's tumor (D) is a type of kidney cancer that commonly affects children, and it can occur in the first decade of life.
* Ameloblastoma (C) is a type of cancer that develops in the tissue of theentin, which is a rare condition that typically affects adults, not children. Therefore, it is less likely to be seen in the first decade of life."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Straight sinus is formed by?
A. Inferior Sagittal Sinus
B. Internal Jugular veins
C. Superior Sagittal Sinus
D. Tranverse sinus", C. Superior Sagittal Sinus
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Fenthion is ?
A. Space spray
B. Residual spray
C. Stomach poison
D. Fumgant", B. Residual spray
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Feilization usually occurs in which pa of fallopian tube?
A. Fimbrial end
B. Ampulla
C. Interstitium
D. Isthmus", A. Fimbrial end
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Behavioral surveillance survey is done in ?
A. Malaria
B. Filaria
C. AIDS
D. TB", C. AIDS
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

True about alkaptonuria ?
A. Deficiency of Tyrosinase
B. Urine is black
C. Banedict test is not useful
D. Fecl, test gives red colour"," B. Urine is black.

Alkaptonuria is a rare genetic disorder caused by a deficiency of the enzyme homogentisinase, which is necessary for the breakdown of tyrosine and phenylalanine. This leads to the accumulation of homogentisic acid in the body, which is excreted in the urine, giving it a characteristic black or dark brown color.

Therefore, option B is true about alkaptonuria."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

24 hours wearing is possible by which functional appliances:
A. Harvold's activator.
B. Bionator.
C. Frankel's functional regulator.
D. Clark's twin block appliance.", C. Frankel's functional regulator.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Afferents for stretch reflexes are carried by which fibers?
A. Aa
B. Ay
C. Type B
D. Type C", C. Type B
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

False about MgSo4 is ?
A. Not used as antihypeensive
B. Its dose is different for eclampsia and preeclampsia
C. Deep tendon reflexes is monitored for toxicity
D. It acts as a membrane stabilizer and neuroprotector"," The correct answer is C. Deep tendon reflexes is monitored for toxicity.

MgSO4 is used as an anticonvulsant and neuroprotector in various conditions such as eclampsia, preeclampsia, and seizures. However, deep tendon reflexes are not a known indicator of toxicity for MgSO4. The drug can cause respiratory depression, hypotension, and bradycardia, among other side effects, but deep tendon reflexes are not typically monitored for toxicity. Therefore, option C is false."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Green colour of triage is for which patient ?
A. Low priority
B. Morbidity
C. Ambulatory
D. High priority", A. Low priority
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Prognosis of treatment in case of Class II malocclusion is favorable when?
A. Class II malocclusion without sliding of mandible
B. Class II malocclusion with anterior sliding of mandible
C. Class II malocclusion with posterior sliding of mandible
D. Prognosis does not depend on sliding of mandible"," The answer is B: Class II malocclusion with anterior sliding of mandible.

The prognosis of treatment for Class II malocclusion is generally considered favorable when there is anterior sliding of the mandible, as this indicates that the mandible is movable and can be realigned with the maxilla through orthodontic treatment. However, if the mandible is fixed and does not slide, the prognosis may be less favorable. Posterior sliding of the mandible may also be associated with a less favorable prognosis, as it can indicate that the mandible is displaced and may require more extensive treatment to correct.

Therefore, the correct answer is B: Class II malocclusion with anterior sliding of mandible."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

The most common cause of death in SLE in children
A. Lupus nephritis
B. Lupus cerebritis
C. Libman sacks endocarditis
D. Anemia and infections", A. Lupus nephritis
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Most common site of ectopic pregnancy is ?
A. Ovary
B. Fallopian tube
C. Peritoneum
D. Cervix", B. Fallopian tube
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

In comparison with the permanent mandibular canine, the permanent maxillary canine:
A. Has a less prominent cingulum
B. Is shorter
C. Has a cusp tip more nearly centered over the root when viewed from the labial.
D. Has a relatively longer crown", C. Has a cusp tip more nearly centered over the root when viewed from the labial.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Which of these drugs is a glucagon-like peptide-1 (GLP-1)agonist?
A. Glargine
B. Pramlintide
C. Exenatide
D. Sitagliptin", C. Exenatide
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Absorbed fluoride is eliminated by:
A. Kidneys
B. Lungs
C. Saliva
D. Intestines", A. Kidneys
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

All are true of opioid withdrawal, except:NIMHANS 10; PGI 14
A. Yawning
B. Hallucinations
C. Lacrimation
D. Piloerection", A. Yawning
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Orange sweat is seen in:
A. Rifampin
B. INH
C. Thioacetazone
D. Pyrazinamide", B. INH (Isoniazid)
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Which is the main function of reverse-pull headgear?
A. Inhibits the growth of the mandible.
B. Inhibits the growth of the maxilla.
C. Induces the growth of the maxilla.
D. Distallization of molars.", D. Distallization of molars.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Palpable femur head on per rectal exam is a feature of which of the following conditions?
A. Posterior hip dislocation
B. Anterior hip dislocation
C. Central hip dislocation
D. Inferior hip dislocation", B. Anterior hip dislocation
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Prognosis is better in?
A. Horizontal bone loss
B. Angular bone loss
C. Equal in both conditions
D. All of the above"," B. Angular bone loss.

Prognosis is generally better in angular bone loss compared to horizontal bone loss due to the preservation of the periodontal ligament and the possibility of bone regeneration."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Haemophilia A is :
A. X linked dominant
B. X linked recessive
C. Autosomal dominant
D. Autosomal recessive", The correct answer is B. X linked recessive.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Treatment of choice for squamous cell carcinoma of anus below dentate line is?
A. Chemotherapy + Radiotherapy
B. Wide local excision
C. Sphincter sparing surgery
D. Monoclonal antibodies", The answer is B. Wide local excision.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

In porphyria all the following drugs are safe EXCEPT:
A. Propofol
B. Midazolam
C. Alfentanyl
D. Pentazocine", C. Alfentanyl
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Corneal ulcer resembling fungal ulcer is seen in infection with which of the agents?
A. Nocardia asteroides
B. Mycobacterium
C. Klebsiella pneumoniae
D. Chlamydia trachomatis", A. Nocardia asteroides
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Multi-unit smooth muscle present at all except ?
A. Blood vessels
B. Iris
C. Gut
D. Ductus deferens"," The answer is B. Iris.

Explanation:

* A. Blood vessels: Smooth muscle is present in blood vessels, specifically in the walls of arteries and veins.
* B. Iris: Smooth muscle is not present in the iris, which is a part of the eye.
* C. Gut: Smooth muscle is present in the gut, specifically in the walls of the digestive tract.
* D. Ductus deferens: Smooth muscle is present in the ductus deferens, which is a part of the male reproductive system."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Which ACE inhibitor in safe in renal failure ?
A. Captopril
B. Enalapril
C. Benazapril
D. None"," The answer is B. Enalapril.

Explanation:

* A. Captopril is not safe in renal failure because it has a sulfhydryl group that can bind to platinum metals, leading to nephrotoxicity.
* C. Benazapril is not safe in renal failure because it has a sulfhydryl group that can bind to platinum metals, leading to nephrotoxicity.
* D. None is incorrect because Enalapril is safe in renal failure.

Therefore, the answer is B. Enalapril."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Abuse of which of the following is the most common cause of seizures:
A. Short term benzodiazepines
B. Short term barbiturates
C. Opioids
D. Cocaine", D. Cocaine
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Cause of bilateral optic atrophy ?
A. Trauma to optic nerve
B. Intracranial neoplasma
C. CRAO
D. Optic neuritis", C. CRAO (Central Retinal Artery Occlusion)
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Mosaic pattern of coment line is characteristically seen in -
A. Hypehyroidism
B. Paget's disease of bone
C. Renal osteodystrophy
D. Osteomalacia", The answer is C. Renal osteodystrophy.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Proteins which are present in attached plaque:
A. Desmoplakin.
B. Plakoglobin.
C. Both.
D. None."," C. Both.

Explanation:

Attached plaque is a type of plaque that forms in the arteries and consists of a layer of cells, lipids, and proteins. Desmoplakin and plakoglobin are both proteins that are present in attached plaque. Desmoplakin is a protein that helps to strengthen the adhesion between cells and the extracellular matrix, while plakoglobin is a protein that helps to regulate the structure and function of desmosomes, which are important for cell-cell adhesion. Therefore, the correct answer is C. Both."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Most common influenza virus causing disease?
A. Type A
B. Type B
C. Type C
D. Type D", A. Type A
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Not associated with endometrial hyperplasia ?
A. PCOD
B. Glucose intolerance
C. H
D. Unopposed exposure to progesterone", C. H
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Maximum oral structures are having their origin from
A. Ectoderm
B. Mesoderm
C. Endoderm
D. None of the above", A. Ectoderm
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Longitudinal studies:
A. Are economical
B. Are efficient
C. Single outcome
D. For identifying risk factors of disease", D. For identifying risk factors of disease
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Yawning is a common feature of ?
A. Coccaine toxicity
B. Opioid withdrawl
C. Alcohol intoxication
D. All of the above", D. All of the above
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Most common route of nosocomial infection ?
A. Droplet transmission
B. Direct contact
C. Indirect contact
D. Vehicle transmission"," Based on my knowledge, the most common route of nosocomial infection is:

B. Direct contact"
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Which is increased in plasma of chronic hea disease pts
A. BNP
B. Endothelin 1
C. Coisol
D. None", A. BNP
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Increase in Duration of expiration is due to?
A. J-reflex
B. Head's paradoxical reflex
C. Hering-Breure reflex
D. Proprioceptors", C. Hering-Breure reflex
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Uhthoff's sign is seen in:
A. Parkinsonism
B. Cerebral palsy
C. Multiple sclerosis
D. Alzheimer's disease", C. Multiple sclerosis
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Fluoroquinolones with maximum bioavailability is?
A. Moxifloxacin.
B. Gatifloxacin.
C. Levofloxacin
D. Ciprofloxacin", C. Levofloxacin
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

In type la maple syrup urine disease, gene mutation seen is ?
A. Ela
B. Elb
C. E2
D. E3", C. E2
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

After periodontal surgery, epithelial reattachment to root by hemidesmosomes occurs within?
A. 1 week
B. 2 weeks
C. 4 days
D. 4 weeks", C. 4 days
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Onion peel appearanace on Xray is seen in which of the following conditions ?
A. Ewings Sarcoma
B. Osteosarcoma
C. Giant cell tumour
D. Eosinophilic granuloma", C. Giant cell tumour
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Fastest acting anti malarial drug is ?
A. Chloroquine
B. Quinine
C. Mefloquine
D. Aether", A. Chloroquine
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Rolled leaf tobacco is used inside a leaf of jack fruit tree is?
A. Hookli
B. Dhumti
C. Chillum
D. Chutta", C. Chillum
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Fair bank’s triangle is seen in?
A. Tibia vara
B. Genu valgum
C. Hip fracture
D. Coxa vara", C. Hip fracture
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Definitive treatment of adenomyosis is ?
A. OC pills
B. NSAIDS
C. Endometrial ablation
D. Hysterectomy", The definitive treatment of adenomyosis is D. Hysterectomy.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

True about heparin induced thrombocytopenia ?
A. Low molecular weight heparin is better alternative
B. Antibodies are formed against platelets
C. Vitamin K is specific antidote
D. Within 12 hours of staing heparin", B. Antibodies are formed against platelets.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

SARS infection case fatality rate of >50% is observed in patients of which age group?
A. < 20 yrs
B. 20 - 40 years
C. 40 - 60 years
D. > 65 years", C. 40 - 60 years
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Which of these steps is followed first for the management of shoulder dystocia after McRobes maneuver?
A. Sharp flexion of hip joints towards abdomen
B. Supra pubic pressure
C. 90 degree rotation of posterior shoulder
D. Emergency c-section", B. Supra pubic pressure
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Which of the following drug can be given in patients of primary pulmonary hypeension?
A. Icatibant
B. Bosentan
C. Labetolol
D. Sodium nitroprusside", B. Bosentan
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Loeffer's serum is an example of
A. Basal medium
B. Simple medium
C. Complex medium
D. Enrichment medium", C. Complex medium
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Mother of a Aggressive, demanding child could be:
A. Over indulgent.
B. Overprotective.
C. Under affectionate.
D. Rejecting.", A. Overindulgent.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Respiratory bronchioles are formed from ?
A. Principal bronchus
B. Terminal bronchioles
C. Teiary Bronchus
D. Lobar bronchioles"," D. Lobar bronchioles.

The correct answer is D. Lobar bronchioles. Respiratory bronchioles are the smallest branches of the bronchial tree and are formed from the division of lobar bronchioles."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Mission Indradhanush was launched in 2014 for?
A. Children
B. Adolescent
C. Geriatrics
D. None of the above", D. None of the above
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

A seasamoid bone is present in the tendon of?
A. Flexor hallucis longus
B. Ext. hallucis brevis
C. Adductor hallucis
D. Flexor hallucis brevis", C. Adductor hallucis
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Most commonly used drug for prophylaxis of migraine is?
A. Sumatriptan
B. Propranolol
C. Valproate
D. Flunarizine", B. Propranolol
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Permission from DCGI is needed before which phase of drug trial?
A. Phase 1
B. Phase 2
C. Phase 3
D. Phase 4", C. Phase 3
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Fresh water swimming leads to infection by -
A. Bordetella peussis
B. Corynebacterium diphtheriae
C. M tuberculosis
D. Pseudomonas", D. Pseudomonas
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Maximum concentration for epidural block ?
A. Bupivacaine
B. Lidocaine
C. Ropivacaine
D. Chlorprocaine", C. Ropivacaine
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Featherless preparation is also known as:
A. Shoulderless
B. Shoulder with bevel
C. Knife edge
D. All of the above", B. Shoulder with bevel
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

hL/h blood group-
A. lacks H- antigen
B. lacks A-antigen
C. lacks B- antigen
D. Alloftheabove"," The correct answer is A. lacks H-antigen.

Explanation:

The hL/h blood group is a rare blood type that lacks the H-antigen on the surface of red blood cells. This is different from the more common ABO blood group system, which includes the A and B antigens. Therefore, the correct answer is A. lacks H-antigen."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Toronto Automated Probe is made up of
A. 0.5 mm Ni wire
B. 0.5 mm Ti wire
C. 0.5 mm SS wire
D. None of the above", C. 0.5 mm SS wire
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Most commonly affected in ormond's disease
A. Aoa
B. IVC
C. Ureter
D. Gonadal vessels"," The answer is B. IVC.

Ormond's disease, also known as inferior vena cava (IVC) syndrome, is a condition that occurs when the IVC is obstructed or compressed, leading to symptoms such as swelling, pain, and redness in the face, neck, and upper limbs. The IVC is the large vein that carries deoxygenated blood from the lower body to the right atrium of the heart.

Therefore, option B, IVC, is the correct answer.

A. Aoa (aorta) is not the correct answer, as Ormond's disease does not affect the aorta.

C. Ureter is not the correct answer, as Ormond's disease does not affect the ureter.

D. Gonadal vessels are not the correct answer, as Ormond's disease does not affect the gonadal vessels."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

As per the bone bending theory, the convex surface:
A. Acquires negative charge
B. Acquires positive charge
C. May acquire positive or negative charge
D. Does not show any charge on surface", C. May acquire positive or negative charge
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Mechanism of heat loss in modern X-ray tube is
A. Radiation
B. Evaporation
C. Conduction
D. Convection", C. Conduction
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Which of the following fractures of the neck of femur are associated with maximal compromise in blood supply ?
A. Interochantericfractures
B. Basicervical fracture
C. Trans cervical fracture
D. Sub Capital fractures", C. Trans cervical fracture
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Key Etiological agent in localized Aggressive periodontitis is :
A. A . A. Comitans.
B. F . Nucleatum.
C. Provetella.
D. Capnocytophaga.", A. A. actinomycetemcomitans.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Man-made dentin is:
A. Zinc phosphate cement
B. GIC
C. Calcium hydroxide cement
D. ZOE cement", B. GIC
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Health center in remotest area for planning and management of schemes:
A. Anganwadi
B. Block centre
C. Sub-centre
D. PHC", C. Sub-centre
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

All of the following is true about hea transplantation except -
A. Immmunosupression is staed preoperatively
B. It is only ohotopic and not heterotopic
C. A Beating hea cadaver/donor is needed
D. High Pulmonary aerial resistance in a contra indication"," C. A beating heart cadaver/donor is needed.

Step-by-step explanation:

A. Immunosupression is stated preoperatively: This is true. Immunosuppression is typically started preoperatively to prevent the recipient's immune system from rejecting the donated heart.

B. It is only orthotopic and not heterotopic: This is false. Heart transplantation can be either orthotopic (in the chest cavity) or heterotopic (in another location, such as the abdomen).

D. High Pulmonary arterial resistance is a contraindication: This is false. High pulmonary arterial resistance is not a contraindication for heart transplantation. In fact, it is often a indication for heart transplantation, as it can be a sign of advanced heart failure."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Motilin secretion decreased in ?
A. Thirsty
B. Starving
C. Ingested meal
D. Interdigestive state", C. Ingested meal
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Which of the following is most specific for arsenic poisoning ?
A. Red velvety stomach mucosa
B. Blue lining on gums
C. Tremors
D. Anemia", A. Red velvety stomach mucosa.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

occlusal rest seats can be prepared on:
A. Sound enamel.
B. Amalgum.
C. Cast restoration.
D. All of the above.", D. All of the above.
